track_id,title,song_id,release,artist_id,artist_name,year,duration,artist_hotttnesss,artist_familiarity,latitude,longitude,name,city,decade
TRNRXCM128F932A4B7,Tanque,SOFYVFW12AB01835BF,O Monstro Precisa De Amigos,ARKB5MD1187B98DBB2,Ornatos Violeta,1999,244.89751,0.38387974442,0.560123636977,NA,NA,NA,NA,1990s
TRBPGZF128F9320B8D,All That You Paid For,SOCYDJU12A8C13C67C,Because The World Has Failed Us Both,AR3SVQX1187FB3ABD8,Falling Sickness,1998,182.85669,0.34413271126,0.482706817862,NA,NA,NA,NA,1990s
TRJLXGX128F14ACD36,Call The Police,SOEOTRQ12A6D4FB15F,Halloween: 20th Anniversary,ARAV5DQ1187B9B7629,John Carpenter,1998,25.91302,0.368709417728,0.693038184732,NA,NA,NA,NA,1990s
TRNCQSF128F931B796,When The Sun Comes Down (Album Version),SOLKBFJ12AB01860BC,Freedom In The Groove,ARN380K1187FB3791C,Joshua Redman,1996,435.06893,0.464182113318,0.623756570256,37.8695,-122.2705,Joshua Redman,"Berkeley, CA",1990s
TRBHAOB128F92F2D21,Helen of Troy,SOLEOEQ12A8C1387CB,Glorious,ARV9RX01187B993314,Eddie Izzard,1997,28.89098,0.553681165461,0.633190251157,12.80095,45.03352,Eddie Izzard,"Aden, Yemen",1990s
TRDOFVA128F14A13D9,Beneath,SOQNNFY12A6D4FAF33,Destroy Erase Improve,ARFSVL51187B9B00F2,Meshuggah,1995,338.1024,0.527209380872,0.843593743487,63.82525,20.26078,Meshuggah,"Umeå, Sweden",1990s
TRFNFNE128F92DBEC4,Zeichen von Zauberkraft,SOTLUXC12AAFF41B1A,Re-Release: Hiltia & Wigand,ARU8OXX1187FB3C428,Adorned Brood,1998,633.10322,0.398905885161,0.502097139875,NA,NA,NA,NA,1990s
TRDGFXO128F4286722,Sick File,SOXKRFS12AF72A4AC7,Icky Mettle,ARYN2HS1187FB4CD67,Archers Of Loaf,1993,103.10485,0.456057111293,0.609008140768,35.91463,-79.05661,Archers Of Loaf,"Chapel Hill, NC",1990s
TRYYPAZ128F4272C4F,Rio,SOJSIVF12A8C13A94F,25 Jaar Na Mississippi,AR3TR4H1187FB5C344,Pussycat,1993,257.69751,0.388987661417,0.854488344781,52.1082,5.32986,Pussycat,NL,1990s
TRFCXPB12903CC46A3,Riders In The Sky (Album Version),SOKWPTD12AB018923B,Cowboy Songs III,ARYN6H41187B98AA0F,Michael Martin Murphey,1993,208.74404,0.381959442168,0.531006983143,32.77815,-96.7954,Michael Martin Murphey,"Dallas, TX",1990s
TRMEKAO12903CE6BA2,What Comes Around,SOGAMYI12AC39266A8,All Boro Kings,AR7FN7T1187FB3DF8A,Dog Eat Dog,1994,202.50077,0.445363473408,0.667128375471,40.94757,-74.08317,Dog Eat Dog,"Bergen County, New Jersey, USA",1990s
TRZSQDS128F4231FB7,Mama Rosin,SOAOGTA12A8AE4813A,French Blues,AR0H2L21187FB3B2C3,Nathan Abshire,1993,169.42975,0.313143740214,0.400164110554,34.05349,-118.24532,Nathan Abshire,"Gueyden, LA",1990s
TRBIGHX128F1499F41,Just Another Lonely Night,SOVXERK12A6D4F93CF,Johnny Gill,ARA6FM21187FB5A1EC,Johnny Gill,1990,253.70077,0.377213619883,0.592996701977,39.20916,-76.86731,Johnny Gill,"COLUMBIA, Maryland",1990s
TRCWQRT128F427E1D5,Slipping Around,SOPAPLY12A8C1359C2,Columbia Country Classics Vol. II: Honky Tonk Heroes,ARLSBTZ1187B98AD93,Floyd Tillman,1997,163.57832,0.297764407987,0.407508607045,NA,NA,NA,NA,1990s
TRJKKFT128F4258FD0,Unisols On Fire,SOQQZIO12A8C1382FD,Universal Soldier,ARU73P31187FB522BF,Christopher Franke,1992,158.69342,0.352870516994,0.537396533633,52.51607,13.37698,Christopher Franke,"Berlin, Germany",1990s
TRYGMKR12903CF2C98,Blobbo,SOMYBLI12AC9071700,Sheila Liked The Rodeo,AR98ZYM1187B9B78CD,The Tear Garden,1993,258.76853,0.388838020072,0.509469289873,NA,NA,NA,NA,1990s
TRDDWVY128E0783738,Operation Spirit (The Tyranny Of Tradition),SOWWVXL12A6310E221,Best Of Live,ARE2DJ41187B99083E,Live,1991,199.18322,0.565540690904,0.822254314425,39.90685,-76.65859,Live,"York, PA",1990s
TRORGCL128F145D69C,La Tempete,SODSDQI12A58A7F5D4,Passenger,AR605YR1187FB3FA7B,Tara MacLean,1999,230.94812,0.475794232057,0.561500393,42.31256,-71.08868,Ok. Volca,Mass. - Boston,1990s
TREMGWF128F9303DE7,Lover's Promise,SONKHCC12A58A7FE88,Narada Guitar,ARI4S0E1187B9B06C0,David Arkenstone,1994,217.99138,0.430942043436,0.639396479557,35.83073,-85.97874,David Arkenstone,Tennessee,1990s
TRNEARC128F93305C5,Please Wait,SOJHFIU12AB0181A90,Bumper To Bumper,AR3XW291187B990A61,Stroke 9,1995,296.09751,0.414793129174,0.701622136302,NA,NA,NA,NA,1990s
TRHPNIJ128E0782C08,Still Got That Feeling,SOSXVVQ12A6D4F89FC,A Tune A Day,AREG48Z1187B990B1F,The Supernaturals,1998,189.6224,0.381858305158,0.536029783323,NA,NA,NA,NA,1990s
TRXQMJZ128F92FB358,Lone Tree Point,SOVBQTC12AF72A6F35,myohioactionpalboygoldgod300,ARPJ2UV1187B9B1860,Dianogah,1997,183.35302,0.397845068283,0.543642886572,41.88415,-87.63241,Blind Ego,"Chicago, IL",1990s
TRONEWP128F9332D6E,Sub-bass Experience,SOHWUXB12AB0186198,Optimo presents In Order To Edit,ARRBHUK1187FB4D1EF,Joey Beltram,1991,211.722,0.425163214244,0.657426524841,40.7038,-73.83168,Joey Beltram,"Queens, NY",1990s
TRRABMV128F4243021,Solitary Hiro (Album),SOYZYTT12A8C134322,The Pigeon Is The Most Popular Bird,ARMZVDI1187FB4C39C,Six Finger Satellite,1993,139.4673,0.342824172758,0.514086701114,41.66122,-71.55587,Six Finger Satellite,Rhode Island,1990s
TRDQRDZ128F14A3028,De Fiesta En Fiesta,SOMUFQU12A6D4FA955,Gestos De Amor,ARDUNQP1187B9B97A8,Mercedes Sosa,1994,147.46077,0.400608576772,0.628461583749,-37.0907,-63.58481,Mercedes Sosa,Tucum� Argentina,1990s
TRSBDHX128F930F66E,Amnesia,SOJHHJM12AB0184D3E,Various Failures,AR6IHPG1187FB55C49,Swans,1992,222.9024,0.46337678985,0.621786487332,NA,NA,NA,NA,1990s
TRLFJYN128F426FBCE,Don't Censor Me (Don't Censor Me Album Version),SOEKLNV12A58A7A719,Don't Censor Me,ARGEZ5E1187FB56F38,Audio Adrenaline,1993,195.23873,0.491015754358,0.687478318449,NA,NA,NA,NA,1990s
TRLGDAS128F42608A6,Chocolate River,SOJKWST12A8C132BD4,Travel With Your Mind,ARK8V0Q1187FB5C04F,The Seeds,1993,192.7571,0.401665942829,0.609719500717,34.05349,-118.24532,The Seeds,"Los Angeles, CA",1990s
TRKHBTG12903CC732B,Sam Goes For The Case,SOHWGTO12AB0186C1B,Ronin,AR01C201187B9B7F3D,Elia Cmiral,1998,186.69669,0.290829066735,0.386308620383,NA,NA,NA,NA,1990s
TRKHOWQ128F427820A,Chattanoogie Shoe Shine Boy,SOMFGRT12A8C13BA0A,Roughneck Blues 1949 - 1956,AR9HABI1187FB3ACAA,Red Foley,1991,165.82485,0.342626790602,0.48170358567,NA,NA,NA,NA,1990s
TRBYVLR128F4235AF7,Malibu,SOELUEY12A8AE4853E,Girls And Guitars,AR8V18L1187B9B4AF6,Hole,1998,230.45179,0.528060487371,0.68146524776,NA,NA,NA,NA,1990s
TRYZBRG128F93000D0,Inside,SOAPJUC12AB0180582,Voices Of Theory,AR6YY7A1187B98A333,Voices of Theory_ Voices of Theory,1998,242.52036,0.321589799758,0.535906993324,NA,NA,NA,NA,1990s
TRJCUDD128F92E1179,White Wings,SOVGRYO12A58A7D3D3,New Romantics: A Hearts Of Space Classical Collection,ARY1Y4R1187FB5C5C2,Oystein Sevag,1997,222.27546,0.331426464562,0.44888247113,NA,NA,NA,NA,1990s
TREEDTK128F425F690,I Am (Everything),SORIPPH12A58A7E41E,Ninety Pound Wuss,AR4J8B41187FB3D170,Ninety Pound Wuss,1995,137.97832,0.350041324611,0.443071840483,NA,NA,NA,NA,1990s
TRJBXTL128F1489C6D,Sleepwalkin' II / Shout Out (LP Version),SOWRAAZ12A6D4FA1D8,19 Naughty III,AR1ZYLH1187B98C159,Naughty By Nature,1993,463.93424,0.458595402877,0.679748141444,38.8991,-77.029,Naughty By Nature,Washington DC,1990s
TRCBSBP12903D05E6A,Before the Power Goes Down,SOSORSB12AC468E2D1,Silver Soul,ARYN4771187FB55D03,And Also the Trees,1998,331.20608,0.400336114869,0.596308529649,NA,NA,NA,NA,1990s
TRDICNN128F934C935,Fifteen Men (And A Bottle Of Rum),SOSVQJU12A8C130CAA,Into The Unknown,AROZIQ01187B9AF514,Mercyful Fate,1996,303.69914,0.448150496251,0.672270751567,NA,NA,NA,NA,1990s
TRFJLSN128F1475CC2,Back Home,SOMUHRN12A58A80470,Close To the Heart,ARFLBJQ1187B9B928D,Nando Lauria,1997,292.46649,0.309656148697,0.46258543954,NA,NA,NA,NA,1990s
TRICLMA128F9359378,Hey Little One,SOWBDIK12AB01889D3,Letter From Vietnam Vol. 10,AR5VBN51187FB56E51,Dorsey Burnette,1991,137.37751,0.292692092834,0.407784945496,35.14968,-90.04892,Dorsey Burnette,"Memphis, TN",1990s
TRYZVGG128F4259A33,Swastika Eyes,SOXUSJM12A8AE48D1E,XTRMNTR,ARW63XP1187FB5AB99,Primal Scream,1999,393.16853,0.488099437934,0.80368429958,NA,NA,NA,NA,1990s
TROMEZC128F429A753,Highway To Heaven,SOBSOIM12A58A7E186,The Very Best Of The Dramatics,ARA0L7Y1187B98D54E,The Dramatics,1991,238.13179,0.379940004283,0.628697815243,NA,NA,NA,NA,1990s
TRYETZY128F9323807,Napoleon Solo,SOJMBRP12A58A7C1A9,In/Casino/Out,ARXXCAI1187FB4D555,At The Drive-In,1998,288.05179,0.532611126025,0.742738657113,31.75916,-106.48749,At The Drive-In,"El Paso, TX",1990s
TRJMKAV128F9328F55,The Blues Don't Get Tired Of Me,SORPNKW12A58A78F0D,Hard Times,AR4Z9AW1187FB5B56F,Millie Jackson,1994,178.78159,0.366202309058,0.587057934788,33.46797,-82.50293,Millie Jackson,"Thomson, GA",1990s
TRHLOJT128F145DFD3,Point Of No Return,SOEZEZB12A6D4F7662,Thirsty Work,ARBYGAH1187FB447C4,Status Quo,1995,231.05261,0.459283710176,0.716087212988,51.50632,-0.12714,Status Quo,"London, England",1990s
TRLOBUL128F9300505,The Devil's Real,SOHCOWQ12AB01800F5,Blues - Live From Mountain Stage,ARAT5YT1187B9AE90B,Chris Smither,1993,262.66077,0.128923080138,0.599678967939,51.50632,-0.12714,Status Quo,"London, England",1990s
TRMUMDA128F92F1EFE,Sadie Brown,SOFZPVI12AB01815C8,The Essential,ARCGWCS1187FB3F25B,Ramblin' Jack Elliott,1998,209.76281,0.415593728863,0.596847615644,40.65507,-73.94888,Ramblin' Jack Elliott,"Brooklyn, NY",1990s
TRFKJVB128F1463959,Blue Skies,SOZSSXJ12A6D4F8003,Mobile Home,ARYA73U1187FB579B7,Longpigs,1999,240.61342,0.372719896795,0.590034963574,53.38311,-1.46454,Longpigs / Hugh Jones,"Sheffield, Yorkshire, England",1990s
TRWUMWL128F422884D,Eufrosyna Part II,SOJPUPP12A6D4FBC0B,Eventide,ARI75KH1187FB4C77C,Nicolai Dunger,1997,197.32853,0.417707455298,0.605420516157,53.41961,-8.24055,Nicolai Dunger,Ireland,1990s
TRGGRQA128F428B3E0,Aleida's Theme,SOHPNQO12A8C13A3FA,The Albemarle Sound,AR7Q4O01187FB51A83,Lady Bug Transistor,1999,267.7024,0.358525019532,0.581670888713,NA,NA,NA,NA,1990s
TRXUAWH128F1461B82,I Believe (2002 Digital Remaster),SOLMOOU12A6D4F8F64,Old Loves Die Hard,ARXAKQ21187B990F7D,Triumvirat,1993,472.52853,0.357338001996,0.536461218168,51.16418,10.45415,Triumvirat,Germany,1990s
TROBPAL128F427E8D3,Gras Och Granbarr,SOVDOWB12A8C1397C4,Get Busy,AR00YYQ1187FB504DC,God Is My Co-Pilot,1998,411.58485,0.311408540156,0.493290152974,40.71455,-74.00712,God Is My Co-Pilot,"New York, NY",1990s
TRTSLFI128F92EC534,Night And Day,SOAZHSN12AB01813C4,54-56 Was My Number - Anthology 1964 to 2000,ARAV0V51187B98F15B,The Maytals,1994,174.0273,0.377602927868,0.606413782852,NA,NA,NA,NA,1990s
TRMPLAI128F422A903,Bonus Track 2,SOFPBML12A81C22C2F,Hands,AR1ZZOW1187B99BA84,Bumblefoot,1998,83.9571,0.448407442123,0.645533996473,40.14323,-74.72671,Bumblefoot,New Jersey,1990s
TRSIRVR128F147B026,USA,SOQWCCM12A6D4F890D,ContinuAcção - O Melhor dos GNR- Volume 3,ARDI3SN1187B996E7B,GNR,1990,191.99955,0.526805473948,0.71752820074300006,39.55792,-7.84481,GNR,Portugal,1990s
TRSVRKW128F425EC5F,Verisimilitude,SOENFPY12A8AE48589,Grand Prix / Songs From Northern Britain,ARHPPJK1187B9AC897,Teenage Fanclub,1995,211.40853,0.511526435079,0.684894722924,NA,NA,NA,NA,1990s
TRMVIAH128F4257D81,Stabbing Westward,SOUOWGR12A8AE47726,Greatest Hits Volume 1,ARGFDBP1187B9B0688,Wesley Willis,1995,138.84036,0.42476581254,0.57552503377,NA,NA,NA,NA,1990s
TREFDCK128F1466470,What's Going On (Explicit),SOYOBXL12A6D4F7E6D,Here Come the Lords,ARTE2FL1187FB51337,Lords Of The Underground,1993,218.72281,0.428162223566,0.604825991757,NA,NA,NA,NA,1990s
TRTXNRI128F147BC34,13 Above The Night (Album Version),SOLCCPA12A6D4FA695,13 Above The Night,AR3NHIA1187B9AC99B,My Life With The Thrill Kill Kult,1993,232.59383,0.393542022734,0.625994186775,23.73606,-103.99279,My Life With The Thrill Kill Kult,LOS ANGELES via CHICAGO,1990s
TRGRHYO128F426600C,Morning of Balachaturdasi,SOBIBUN12A8C133C87,Execution Ground,ARNE7S81187FB490D0,Painkiller,1994,876.48608,0.378602868365,0.619148903424,NA,NA,NA,NA,1990s
TRSJGXS128F42430AA,Last Transmission (Album),SOBPKOS12A8C130A50,Paranormalized,ARMZVDI1187FB4C39C,Six Finger Satellite,1996,92.83873,0.342824172758,0.514086701114,41.66122,-71.55587,Six Finger Satellite,Rhode Island,1990s
TRSFFCS128E079166C,Is This The End? (Featuring Ginuwine_ Twista & Carl Thomas)(Album Version),SORUDBS12A6701C537,No Way Out,ARJA5L11187FB369CF,Puff Daddy & The Family,1997,274.23302,0.495077171262,0.578109447276,40.71455,-74.00712,Puff Daddy & The Family,"NEW YORK, New York",1990s
TRGSTMN128F92EAC59,Can't Get Enough [Henrik B Mix],SOCHNCE12AB0181C75,Can't Get Enough,AR3TZAS1187B99F8D8,Soulsearcher,1998,488.14975,0.428057294945,0.527518143382,40.19033,-82.66947,The Machine,Ohio,1990s
TRMTILC128F4273FC0,Faceless,SOHTGOX12A8C133D35,Intact - The Singles Collection,AR6GZR91187B9AF7FC,Ned's Atomic Dustbin,1991,153.83465,0.406032506466,0.595328415576,52.45419,-2.14783,Ned's Atomic Dustbin,"Stourbridge, West Midlands, Engla",1990s
TRQTUNQ12903CC5797,Until The Next Time,SOWFVXF12AB018E203,Vinyl,AROTAFK1187B9BA02A,Dramarama,1991,208.84853,0.410664189457,0.641319133306,40.92926,-74.22886,Dramarama,"Wayne, NJ",1990s
TRTQVKX128F92F8F95,Show Me What You Like,SOHLOUA12A58A7FC26,Sympathy Sessions,ARGTYE01187B9A7905,Oblivians,1996,219.37587,0.401992686554,0.590030391707,NA,NA,NA,NA,1990s
TRQECJB128F42409EA,Built To Spill,SOUONNB12A8C1368AA,Ultimate Alternative Wavers,ARIHJ7L1187FB3AA86,Built To Spill,1993,351.65995,0.524859203619,0.745641086713,NA,NA,NA,NA,1990s
TRHKGNW128F4242104,Couldn't Find A Reason  (LP Version),SOGIIFP12A8AE45AEF,Fearless,AR2J2WF1187FB46271,Francis Dunnery,1994,267.93751,0.383524247328,0.548585130198,54.48303,-3.53444,Francis Dunnery,"Egremont, Cumbria, England",1990s
TRDAIVW128F149320E,Rock-N-Roll Friend,SOLHPCB12A58A7B37D,Warm Nights,ARP56VS1187FB3B6D3,Robert Forster,1996,313.7824,0.368798044601,0.490322168392,NA,NA,NA,NA,1990s
TROFTSW128E078BE75,Ho'okipa,SOCGTDQ12A6701F4D0,Nomad,ARDH4LU1187B98C2E2,The Aqua Velvets,1996,236.72118,0.339543886843,0.52569411546,NA,NA,NA,NA,1990s
TRUBSSC128F4292215,Pour Une Biguine Avec Toi,SOPODEJ12A8C13B897,C'Est Ca Lavoine,ARDINVM1187B98A6C1,Marc Lavoine,1995,221.59628,0.3685067534,0.573527312613,48.69173,2.29005,Marc Lavoine;Catherine Ringer,"Longjumeau, France",1990s
TRLKXUN128F4232C06,Cuembe Tangana,SONROKP12A8C130AA7,The Originals - The Cuban Sour,AR67R5N1187FB520F0,Los Compadres,1999,182.17751,0.342918105793,0.429662497415,NA,NA,NA,NA,1990s
TRPWGHX128EF348AD8,Japaneez Wine,SOWQPJM12A6D4F9775,DJ Wally's Genetic Flaw,ARTL9TM1187B98B770,DJ Wally,1997,301.47873,0.278702468435,0.473772281879,46.44231,-93.36586,DJ Wally,"OceanSprings, Minnesota",1990s
TROYZVI128F426CE3B,Lullaby for Cain,SORTNLT12A8C1331B5,The Talented Mr. Ripley - Music from The Motion Picture,ARMFL561187B9A55C9,Sinéad O'Connor,1999,211.722,0.470172698381,0.694705984874,NA,NA,NA,NA,1990s
TRIRFBC128F42468D7,Caution,SOIMSUZ12A8C130CE9,The Very Best Of,ARAZCWP129462A97F1,Bob Marley,1990,161.88036,0.570106511951,0.778835827402,NA,NA,NA,NA,1990s
TRXUUGE128F427DFD4,Sing sing,SODAXFS12A8C13720E,Pop Music,ARGL3TY1187FB47361,Thierry Hazard,1990,229.69424,0.34840625792,0.452013482661,NA,NA,NA,NA,1990s
TRIUZYZ12903CA6AF5,Cow Cow Blues,SOOIJUJ12AB018B480,Blues Classics,AR243ZT1187B9A98D2,Otis Spann,1992,256.07791,0.368689372548,0.534464352229,32.29869,-90.18049,Otis Spann,"Jackson, MS",1990s
TRQTQJV128F148F08F,Rouen,SONFVST12A6D4F8B96,Henriette,ARPYV561187FB54589,Marcel Kanche,1992,210.83383,0.24293948881,0.366032652457,NA,NA,NA,NA,1990s
TRWVCJP128F4274FB4,U Can't Find Me,SOBYECO12A8C1371C4,Sittin' On Chrome,ARCMYSA1187FB4A8E8,Masta Ace Incorporated,1995,253.46567,0.392075780142,0.568411982351,NA,NA,NA,NA,1990s
TRSMZTV128F9336083,Rotting Piñata,SOEYQAN12AF72A54CC,Rotting Pinata,ARK277X1187B9908E4,Sponge,1994,239.80363,0.433551235281,0.64539517729,NA,NA,NA,NA,1990s
TRQIFDQ128F933A64B,Memphis Blues,SOFFZHY12AB01824CF,Esta Muy Bien Eso Del Carino,ARM96XF1187B9A1643,Kiko Veneno,1998,252.78649,0.428427038369,0.585425867689,41.98086,2.81874,Kiko Veneno,"Gerona, Spain",1990s
TRHKFMJ128F423DD12,Foot (Album),SOKKHLH12A8C13281F,Dayglo,ARQ2ZD21187FB3791E,Love Battery,1992,228.33587,0.408643314261,0.577551833471,47.60356,-122.32944,Love Battery,"Seattle, WA",1990s
TRXZVBI128F4285994,Scarlet Ribbons (For Her Hair),SOFLZUY12A8C1374B5,Annie's Song,ARVP8NN1187FB3C1D3,Roger Whittaker,1994,183.77098,0.433199068755,0.586746110888,NA,NA,NA,NA,1990s
TRNVZXD128F92F1E63,Flowtation,SOREDAK12AB017CEE5,Best of Vincent de Moor,AR1B9JJ1187FB5526C,Vincent De Moor,1996,232.38485,0.347284348371,0.550944460222,NA,NA,NA,NA,1990s
TRWAOHN128F14730ED,Entre Verde Y Azul,SOYNOPE12A6D4F8FBE,15 De Coleccion,AR8EDG51187FB41A08,Gary Hobbs,1993,206.23628,0.389765518091,0.524700041107,NA,NA,NA,NA,1990s
TRTZRLN128F4277D57,Insult To Injury,SORXRYO12A8C13A3DE,Homecoming,ARAUJ041187B98CFF8,Craig's Brother,1998,203.65016,0.354856410436,0.543196513967,36.97402,-122.03095,Craig's Brother,"Santa Cruz, CA",1990s
TRXNPHP12903CB459F,Tu pastilla fue,SOHHOUN12AB01888D6,Asquerosa Alegria,AR02YGA1187B9B8AC4,Bersuit Vergarabat,1993,236.14649,0.439836358888,0.615504102642,-34.60852,-58.37354,Bersuit Vergarabat,Buenos Aires,1990s
TRFXZZQ128F92E2BFF,Nu'Orlins,SOUMJXY12A8C1428FC,WINTER BLUES,ARC8NUQ1187FB3CE2B,Edgar Winter,1999,54.90893,0.39059821892,0.565060373899,30.08615,-94.10158,Edgar Winter,"Beaumont, TX",1990s
TRHSZOX128F92FE21D,Ruby-Ha,SORDUSL12AB0179F80,Succor,ARZFGG01187B990476,Seefeel,1995,368.87465,0.420269846655,0.604533764323,51.50632,-0.12714,Seefeel,"London, England",1990s
TRXHQYI128F92DBA57,Hallelujah,SOMZGVY12A8C14394C,Live At Sine-é,ARTO3L81187B9ACA8C,Jeff Buckley,1994,555.12771,0.63342998297,0.839434713226,35.83073,-85.97874,Jeff Buckley,"Tennessee, USA",1990s
TRDPGLQ128F426ADF7,When I Believe It,SOPOWTD12A58A78F75,Speak,ARRGT2F1187FB4F9BA,Dogs Of Peace,1996,302.54975,0.300281468978,0.32115295668,NA,NA,NA,NA,1990s
TRPCONI128F42AD92D,Sear Me MCMXCIII,SOGRFVU12A8C1404F1,Turn Loose The Swans,ARW5R811187B98BC96,My Dying Bride,1993,444.21179,0.485309388229,0.689400989548,NA,NA,NA,NA,1990s
TRXKHPB128F932E2EA,Funeral Crashing Tonite,SOONKOQ12AB01857B4,Primitive Enema,ARZTI381187B98CAA8,Butt Trumpet,1994,122.51383,0.403522205662,0.507852630357,NA,NA,NA,NA,1990s
TRHWPMN128F14A2D40,Côte Blanche Bay,SOBZLZF12A6D4F9E2A,Snake Bite Love,ARYZX981187B9A995B,Zachary Richard,1992,259.89179,0.322879795013,0.481445092269,30.9742,-91.52382,Zachary Richard,Louisiana,1990s
TRATEFF128F92E25A7,Beautiful Pain,SORNPDW12A8C13FECC,Angels Anger Overkill,ARY9AGF1187FB38555,In Strict Confidence,1997,258.01098,0.430810839219,0.723879386274,NA,NA,NA,NA,1990s
TREGBFS128F9326C26,The Power,SOQYGSV12AB0185635,World Power,AR5O6W51187FB46984,SNAP!,1990,228.41424,0.463900094792,0.718810209965,51.16418,10.45415,SNAP!,Germany,1990s
TRVHBZK128F42590C0,Promise the Moon,SOTITRK12A8C134784,Vitamins and Crash Helmets Tour - Greatest Hits Live,ARI3P8A1187B9B4AE3,Dangerous Toys,1994,236.09424,0.444158180232,0.607524149447,31.1689,-100.07715,Dangerous Toys,Texas,1990s
TRIGUXB128F42ACAAD,Get The Message (DNA Sin Mix),SOOADIU12A8C13EEAC,Get The Message EP,ARGRPLX1187B9AF8EB,Electronic,1991,323.68281,0.454044975312,0.616102682135,53.4796,-2.24881,Electronic,"Manchester, England",1990s
TRJSXAZ128F429A816,Metamorphosis,SOGTCOR12A8C1423A4,Keepsakes And Reflections,ARXB5VS1187FB3C91E,Attrition,1999,176.1171,0.390589228389,0.576117619819,52.50524,-1.81531,Attrition,UK - England - West Midlands,1990s
TRDERSZ128F4266AE6,Salt River Shuffle         (Snakes In The Playground Album Version),SOSOUTM12A58A79E1C,Snakes In The Playground,ARXU1871187B989BB0,Bride,1992,37.79873,0.431295635155,0.575674035813,31.1689,-100.07715,Bride,Texas,1990s
TRHOSEX128F424365C,Merengue Con Letra,SOYTBBL12A6D4F8650,Merengue Thru House,AR2OX9F1187B9B0F1E,Proyecto Uno,1997,351.03302,0.374280371687,0.492922350294,NA,NA,NA,NA,1990s
TRRWOJV128E07915EC,Never Ever (All Star Remix),SODMTRV12A58A796B4,All Saints,ARAS3371187FB4CFB0,All Saints,1998,239.69914,0.512328858933,0.697159734033,51.50632,-0.12714,All Saints,"London, England",1990s
TRPZYEY128F1490CEC,Posin',SOQPOCR12A6D4FA4AB,Rhythm Is Our Business,ARMHO871187FB461E9,Jimmie Lunceford,1998,184.92036,0.389928870779,0.574061372115,34.27358,-88.40858,Jimmie Lunceford,"Fulton, MS",1990s
TRQZPJB128F4270EA0,Enough,SOYXDIS12A8C13C2A8,17 Reasons,AREKRIB1187B98ECEA,Link 80,1997,141.34812,0.378315418943,0.577353466481,NA,NA,NA,NA,1990s
TRTMMCX12903CF59AF,When Aldebaran Is Visible,SOHATPK12AAA15FD6C,One Night In Carcosa,ARDCX511187B9A9733,Dawn of Relic,1999,404.40118,0.325178293296,0.491242527675,NA,NA,NA,NA,1990s
TRJEBRX128F423713B,Clicklesley (Album Version),SOCZIJE12A8AE4543A,Liquido,ARNMWCS1187B9B9381,Liquido,1999,266.1873,0.417164505675,0.648647363508,NA,NA,NA,NA,1990s
